,observed,track_id,object_type,object_category,timestep,position_x,position_y,heading,velocity_x,velocity_y,scenario_id,start_timestamp,end_timestamp,num_timestamps,focal_track_id,city
115,TRUE,43807,vehicle,1,15,-163.8502843,-530.2822617,-1.868232079,-3.0503137,-10.05939665,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
116,TRUE,43807,vehicle,1,16,-164.1705061,-531.312281,-1.868762136,-3.094383999,-10.14202051,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
117,TRUE,43807,vehicle,1,17,-164.490667,-532.3439149,-1.869487394,-3.144095807,-10.21367923,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
118,TRUE,43807,vehicle,1,18,-164.8109011,-533.3768381,-1.870482912,-3.167654623,-10.2550216,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
119,TRUE,43807,vehicle,1,19,-165.1317644,-534.415478,-1.871297082,-3.183606307,-10.2999313,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
120,TRUE,43807,vehicle,1,20,-165.4526878,-535.4573034,-1.871673845,-3.200966349,-10.35609509,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
121,TRUE,43807,vehicle,1,21,-165.7735179,-536.4997881,-1.871785559,-3.246408444,-10.48847487,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
122,TRUE,43807,vehicle,1,22,-166.0979897,-537.5542442,-1.871655955,-3.294193929,-10.6177665,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
123,TRUE,43807,vehicle,1,23,-166.4262685,-538.6243918,-1.871130782,-3.312252934,-10.66189287,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
124,TRUE,43807,vehicle,1,24,-166.756476,-539.7069654,-1.870175438,-3.323782475,-10.69656518,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
125,TRUE,43807,vehicle,1,25,-167.0890107,-540.7969092,-1.869079286,-3.332399862,-10.72658033,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
126,TRUE,43807,vehicle,1,26,-167.4230835,-541.8908135,-1.868101146,-3.337756937,-10.76565414,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
127,TRUE,43807,vehicle,1,27,-167.757892,-542.9865054,-1.867238658,-3.339803429,-10.81392628,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
